mode_3_frequency(cm-1),mode_3_intensity,mode_4_frequency(cm-1),mode_4_intensity,mode_5_frequency(cm-1),mode_5_intensity,mode_6_frequency(cm-1),mode_6_intensity
330.7102,0.4114,471.3561,14.9265,567.6982,12.4487,1745.0585,227.8845
400.3992,1.889,470.6492,1.1671,572.5769,6.6412,1783.8793,287.7335
322.5077,42.239,355.3941,22.9992,459.1114,2.6822,1992.8164,380.8821
326.7677,2.2113,435.8941,5.0798,536.6605,1.5649,1834.1535,320.0011
388.233,2.0177,450.9748,6.0039,562.8043,8.7967,1813.4004,305.3775
373.8163,2.2232,417.8757,18.7845,477.2719,8.6301,2030.469,562.0409
343.2671,1.803,437.8502,6.4603,567.7387,9.228,1794.9379,290.7936
338.5744,2.5866,397.6733,1.5962,513.7328,4.6005,1882.3745,366.3352
344.4712,0.5857,524.2665,4.613,538.9326,29.4517,1730.4419,281.2069
328.6515,6.0838,506.9677,30.8785,536.272,9.1793,1722.0812,274.0822
385.1936,1.5673,480.6171,7.7415,574.6509,33.6476,1731.3,287.5338
303.7343,22.8985,384.9674,3.3368,425.1303,11.8083,2031.4101,533.6888
348.0632,37.4813,405.8734,7.3717,415.905,14.2162,2052.823,425.9764
319.144,1.5791,455.0757,0.5605,520.6855,3.2158,1754.1029,275.479
244.173,2.2488,388.6475,0.1395,461.1435,0.8056,1844.5447,283.9105
304.7647,31.2423,322.6891,71.7987,497.4256,1.0618,2030.3688,528.3204
380.2273,9.8432,429.2037,24.0523,496.7239,6.4058,2022.7137,571.3531
437.9002,3.9758,450.2255,10.0132,485.5423,5.988,2036.8092,497.4414
327.5852,1.2367,506.4865,22.0635,522.1041,12.0321,1677.0369,235.0758
343.707,7.966,362.8121,8.8668,436.4854,2.8456,2022.1557,446.7472
251.6503,40.4424,412.7828,14.6949,502.7149,26.2231,2021.7226,575.7506
128.4124,2.5899,225.2779,20.7289,408.4824,3.4415,2070.5821,390.2693
403.5818,11.4345,433.4777,9.9014,499.8992,8.4774,2031.062,540.0621
343.8059,2.4844,404.8486,3.4832,540.7479,13.774,1742.9151,298.1827
351.6813,4.6878,405.5448,0.4604,519.3163,0.7423,1910.1783,365.3297
353.5371,1.4321,482.9318,19.1527,512.2224,9.862,1664.0143,253.2981
361.6106,1.8353,474.2801,2.3725,547.7939,6.9457,1751.6101,257.0278
369.2312,3.4536,417.7181,55.1475,494.1727,28.8837,2016.6115,657.1166
317.3673,2.4747,415.9857,0.4637,532.8518,27.5923,1837.195,287.6047
237.7559,0.7804,249.4501,4.5477,339.012,0.0443,2136.2357,302.8606
339.3973,1.6165,446.5369,11.8461,558.6299,8.3963,1803.8126,293.7147
303.5578,3.0095,425.0502,0.8795,533.8125,19.1905,1861.3161,339.3282
369.7642,1.9893,476.6857,21.7134,542.9937,30.4356,1709.5977,272.705
383.255,29.7038,438.3067,6.8163,489.0456,15.1075,2030.6589,581.6414
339.251,1.7053,458.9511,40.2761,521.2742,5.4145,1689.9793,244.0903
321.4683,1.2151,479.3578,2.1552,521.531,9.1149,1783.7783,257.854
384.9634,1.6031,490.2581,10.3173,551.1439,14.8456,1761.6244,264.552
204.1674,13.328,220.0719,17.6726,398.4188,6.7431,2091.6209,410.524
331.7395,0.6032,508.9253,11.6497,549.971,53.9495,1735.8567,259.7523
390.4258,1.2865,483.1569,2.0495,594.8963,48.5279,1780.4711,332.3815
249.6339,3.7301,257.3985,8.8135,342.4785,0.1978,2114.3667,346.0564
282.0643,7.888,309.0321,13.7377,406.6662,2.4983,2033.7839,519.2139
249.6923,4.1935,262.1744,6.4771,316.0628,0.0751,2133.9046,299.3651
207.1748,10.4395,234.8581,35.0733,399.1428,0.2431,2100.2059,346.6118
272.3624,2.3257,433.7022,2.3006,465.1077,5.0189,1807.3482,260.3721
424.4039,7.4725,437.4504,7.8534,486.9576,8.8009,2027.819,534.5462
377.3678,24.1006,443.217,15.0125,508.2992,9.4906,2038.377,597.7733
304.7568,18.8339,310.1526,15.3077,440.5114,5.0353,2030.8627,500.7427
384.9603,26.8427,434.8549,9.1288,494.545,10.7659,2029.4303,547.6069
331.4654,1.3015,478.5465,13.2554,524.054,0.6169,1768.3341,246.5623
333.2622,3.0954,494.5357,12.0279,546.2246,10.2063,1697.9628,265.0882
343.4284,6.2497,367.4581,33.232,439.863,4.2572,2004.2197,522.0824
194.7989,8.901,220.4386,0.9804,391.8329,9.5175,2087.1144,394.1721
331.581,5.0512,412.2792,2.3443,530.3162,1.4054,1888.9361,290.2622
329.5314,4.0408,399.7332,0.379,513.4491,0.5284,1902.6839,329.3375
209.1242,6.873,218.3503,10.3863,384.2101,1.6199,2081.1528,357.4671
302.4786,68.6054,420.0544,20.0977,480.4551,5.7463,2021.1752,545.5297
365.4202,4.0941,426.2036,53.7329,504.4175,4.0564,2019.8436,664.2894
319.2686,14.5993,326.736,2.2573,434.3916,41.7192,2028.8893,467.2515
328.8724,54.7299,343.5691,40.8396,448.3226,2.3486,2037.4792,468.6533
302.3223,42.3288,391.8701,9.644,413.6516,5.8767,2045.6913,530.0197
380.3121,1.3409,482.5627,4.7739,552.8963,17.3165,1774.9237,258.264
331.6285,3.7193,412.611,6.0478,512.0188,2.6841,1860.554,310.2999
284.6003,9.7459,375.2711,19.258,502.7627,3.3775,1897.8559,321.8537
316.1178,1.9032,447.3797,2.7705,532.9027,10.3752,1802.3207,281.7421
400.7946,3.1044,427.8323,16.6298,477.2714,7.6506,2008.2739,527.4439
313.837,1.5442,434.4985,2.545,555.6016,5.4213,1756.8726,229.0954
338.012,2.3353,478.7274,12.8144,509.7727,20.3496,1767.9924,271.2546
241.0215,0.2636,266.6564,3.2827,338.5765,0.3437,2130.4338,269.2726
327.9754,15.2909,367.6031,18.7585,562.7361,11.1418,1854.4253,353.9389
335.674,1.0977,445.4818,39.3629,541.2861,12.0271,1742.3635,251.6427
247.8388,1.9808,389.6461,0.2792,476.8201,1.5095,1826.0649,310.2886
297.1437,3.0148,319.8778,2.2858,448.9419,1.5366,2055.4977,473.9947
281.7896,35.3864,444.7325,2.6685,493.7427,4.9222,2022.798,556.8793
388.1326,6.6544,417.2696,60.8869,482.6214,10.7209,2022.9124,513.0271
401.9797,12.9472,450.5331,21.568,496.6384,11.249,2033.9998,502.8969
243.0882,6.2926,268.8311,15.3139,327.6187,0.1609,2125.8279,330.865
313.4917,11.3621,346.886,40.0738,441.4767,4.3476,2038.3825,508.7096
400.3845,3.5313,476.3913,5.5947,558.5043,3.3389,1807.5076,308.7199
273.1214,17.9033,343.8365,0.8558,423.7041,2.01,2042.5472,507.9144
355.2615,3.107,387.5684,1.7525,496.0402,1.7064,2022.213,507.9202
224.2262,11.679,369.83,13.4717,461.155,13.8832,1870.2992,355.7966
390.8989,1.2816,459.54,1.2921,588.3056,23.5303,1756.2427,286.8455
334.0598,1.3663,469.0597,3.3978,536.7451,2.609,1757.0042,242.389
321.4221,1.3253,428.2423,0.949,529.6384,0.5352,1830.4966,279.4518
328.567,1.6313,476.7758,9.7324,549.6019,6.9045,1761.2156,296.597
326.4999,0.774,500.523,15.0723,511.4302,15.0252,1733.414,247.5944
299.3068,14.2487,312.6389,15.6829,439.7417,5.0083,2049.8036,511.9001
206.9792,1.8401,323.5552,2.0831,441.2892,2.1146,2042.5134,504.3497
331.2613,1.3043,447.4092,4.486,557.8724,2.0406,1794.2485,298.7269
199.8237,5.1163,220.827,1.2383,371.1285,1.1999,2088.8318,371.3877
348.3627,3.315,420.156,1.6162,537.1367,6.5658,1877.1381,315.994
235.6024,4.0049,428.0128,2.1615,443.1988,1.9551,1903.9432,301.1251
397.2586,11.8494,449.7552,4.7135,487.4719,10.5674,2041.0183,518.3634
333.0794,21.5426,392.5956,3.6523,413.3133,6.9245,2054.139,451.1527
384.0017,0.9587,455.3582,3.0169,567.0521,20.0373,1713.9219,300.6772
325.8809,76.7233,420.4995,3.1492,489.6237,6.5322,2044.6502,522.9968
287.7283,2.8089,452.6226,0.7028,503.6983,0.1203,1821.2099,271.2914
272.6907,3.6157,444.7423,11.2386,469.9133,0.9945,1799.4045,257.162
414.3068,14.8346,447.6102,0.6559,489.2954,8.9242,2048.4267,522.5665
166.7934,14.4992,243.1093,50.1893,437.6715,15.7754,2006.1586,727.4001
335.8813,2.6334,358.3295,7.5769,472.5632,1.5923,1927.8054,383.6835
272.3154,29.9035,294.1192,9.4761,446.5725,6.3809,2045.548,501.4939
326.8791,0.2722,341.3019,0.9892,454.7891,3.0724,2055.3634,468.9118
308.9987,30.9587,319.9352,57.4615,502.2684,2.2414,2032.2372,536.8306
345.7698,10.29,453.2136,4.0851,561.715,12.3311,1754.1613,277.8527
307.4222,36.5759,317.5291,51.9146,500.0473,1.2392,2030.9563,516.9508
323.468,2.0469,432.2122,4.4772,534.7791,1.1014,1791.5458,258.7
306.9099,8.2071,369.458,3.6779,470.311,0.5863,1942.6838,367.8537
313.6989,1.4104,416.5772,0.7143,520.8778,10.4341,1824.6068,291.9461
322.0846,30.4748,384.8058,8.6869,414.0359,2.8501,2041.2316,560.2361
396.6643,1.307,490.7316,2.6913,581.9519,5.3566,1781.6798,312.6883
342.4995,0.968,463.7692,2.3871,575.2909,4.1346,1731.6558,253.7394
333.6748,1.7896,435.3227,3.0427,538.3667,0.3807,1832.7305,292.5347
268.6566,6.3604,409.5299,3.6484,442.2263,3.5715,1898.2105,297.8802
374.1824,2.9981,467.3074,10.1632,531.873,58.5918,1722.1831,286.1491
209.9138,93.3094,371.1189,8.2748,450.1459,34.1038,2019.6966,557.6447
254.6853,2.1763,433.1621,3.1302,458.2254,9.8963,1809.1245,264.1451
400.1544,3.7103,468.2691,5.7676,566.5848,6.2442,1797.0539,283.737
318.7205,2.6727,453.0414,1.1929,520.615,0.0623,1795.6576,265.2384
303.6032,42.9534,438.639,3.2206,500.427,5.7828,2025.8279,618.829
194.7902,1.5371,258.0453,5.021,342.4201,5.6041,2105.4081,424.4578
391.8304,58.5929,429.4055,7.6086,468.3092,21.2017,2026.125,481.8073
302.5689,5.9442,359.7945,22.7914,499.2314,4.0523,1921.0533,364.748
280.5061,0.4748,295.5026,84.873,430.9509,3.9191,2047.4088,464.4533
357.944,5.4412,410.989,77.0241,466.5413,8.4331,2014.2391,514.6053
199.8127,27.1036,231.3703,22.2882,397.108,2.0168,2059.9884,414.5706
335.6998,2.6996,507.7524,38.2516,530.3682,24.653,1703.5139,305.2103
192.9639,10.187,226.4403,1.7225,407.7079,5.4911,2082.6303,412.3317
335.3045,2.5368,448.0595,0.573,547.6946,7.4685,1800.2561,287.1993
229.27,15.9696,260.2876,59.0476,449.8419,0.2894,2044.9838,497.1403
345.4809,0.5073,485.0534,0.181,547.8186,9.5378,1749.9642,260.9255
256.7981,50.8039,343.6718,4.6609,412.9576,11.2515,2041.8952,490.8908
343.6698,1.4715,460.0077,5.5449,549.5874,18.8109,1760.799,239.9143
326.3715,1.3479,437.6968,5.7273,530.5442,13.5242,1797.5558,243.1173
404.06,2.7356,452.9997,5.2026,490.7358,8.7035,2036.558,507.4093
364.6609,1.005,431.3506,8.2677,549.1383,9.3586,1724.1411,266.4158
371.6562,0.7051,446.2031,7.6685,600.2195,10.2225,1808.7839,325.8859
301.5576,3.4104,425.975,0.3406,525.1937,0.2851,1879.5275,332.0324
338.2001,0.6971,426.1174,20.5627,482.4228,8.5244,1682.203,255.9386
385.1878,1.5105,439.6088,5.5367,592.1667,36.6463,1754.9351,304.3081
288.2141,12.9504,317.8879,11.1333,452.2188,1.2934,2034.6924,502.5682
340.6549,1.4864,451.4119,1.1338,537.6413,17.4325,1730.8997,286.8423
250.3903,15.8698,257.7782,8.5105,333.7763,1.0679,2103.3352,370.2511
326.6236,0.8858,480.383,12.9583,518.4106,27.2648,1761.9598,292.0811
259.4846,2.0773,416.7384,8.7213,430.7715,4.8736,1822.5034,283.6491
225.4538,25.0164,246.2162,9.8148,393.7397,5.1711,2074.9799,338.781
335.717,3.6555,420.8231,1.6641,510.8971,5.2971,1862.2211,321.7239
316.9151,89.5373,318.8066,75.2989,500.7595,0.5814,2024.4486,533.1607
448.9446,4.7435,458.5172,20.2581,500.0923,7.5468,1993.4619,446.3774
331.0951,5.3041,393.7443,0.3458,525.225,0.7024,1898.1228,318.3266
379.2238,3.5123,449.4154,5.7744,557.3027,4.193,1816.6256,289.6878
291.1788,6.6688,334.1263,0.8194,446.6829,4.6767,2031.6794,490.8064
265.6864,3.285,419.9129,8.686,476.0803,1.9592,1805.1173,306.8449
319.7505,38.226,329.446,62.1092,517.0449,0.4798,2030.9545,571.0525
209.7901,8.8077,234.3143,25.5648,407.6811,0.1581,2100.176,372.3219
378.0565,1.7425,478.5064,9.8114,550.8596,14.7103,1757.8397,262.849
295.5141,48.7116,401.7633,39.294,512.0597,3.7846,2017.9389,589.186
333.6188,3.1313,432.3459,0.7151,565.0147,10.8599,1840.2297,294.7304
414.9045,1.2067,496.1615,9.3062,606.2237,19.0516,1803.1615,358.7368
332.0254,0.7174,508.8935,7.1309,560.6007,12.9275,1707.4376,242.8866
402.5018,18.7301,437.3204,11.0698,508.6176,4.0655,2029.871,629.6228
278.3841,1.6802,400.3082,0.5971,522.0321,1.8342,1821.6543,294.8265
221.8183,0.7102,255.8565,0.2654,345.969,2.1357,2130.4367,318.4331
399.4845,4.1356,473.1685,4.3585,568.0129,7.6766,1791.9694,302.3906
306.1869,33.8413,314.0576,44.9306,521.9941,0.5521,2046.9389,550.3318
354.8784,0.8435,434.2703,0.2474,601.4527,7.9589,1780.5311,269.735
215.8214,9.8571,273.0792,19.2766,396.287,2.7291,2088.3391,348.1203
379.8648,4.1644,451.102,1.7078,543.0223,4.0415,1771.0615,295.4341
370.9006,4.463,482.569,1.3792,532.7037,9.5765,1782.2254,275.6507
357.7999,2.8101,425.8565,4.1333,568.4545,0.3689,1877.6313,359.9324
355.0982,0.7523,467.7667,1.4644,522.8351,23.3473,1707.3814,283.5433
290.1623,24.09,338.7222,12.5566,406.9629,5.6958,2019.5947,517.9647
264.5839,5.9629,428.8083,3.5091,466.2158,1.9744,1804.0191,285.8805
363.5365,21.9487,415.0442,5.5222,486.7075,10.4685,2022.3995,606.2869
337.1459,3.9449,486.7051,18.4494,528.1836,53.5135,1679.8712,284.1757
373.7608,1.3375,481.4733,9.7153,571.234,7.7278,1719.2105,250.7323
247.8508,31.032,253.7866,52.0715,454.3831,0.8029,2039.2432,506.5937
222.6363,12.7821,227.0941,14.4673,377.9844,0.4483,2103.325,347.0112
367.0277,2.9149,436.7165,13.198,602.2373,49.8866,1782.3702,319.8948
327.1398,1.0307,500.1861,5.2876,529.8249,10.6676,1747.133,261.0259
258.0521,1.5626,399.2795,6.3768,447.7779,0.2891,1813.2928,297.104
328.7927,2.5008,350.7376,1.2274,448.3886,3.9933,2058.0627,450.2141
318.0151,2.0353,389.7951,5.2874,525.8921,4.5329,1816.7455,301.9857
344.5134,0.2501,463.5696,0.4909,580.0577,17.3877,1718.4041,274.9024
412.5847,7.5671,430.419,12.1934,487.2515,6.1034,2017.9199,506.1706
284.5377,4.7103,350.1261,2.6294,453.2299,2.6402,2037.1181,478.7135
385.1773,10.6703,459.6489,12.0607,482.6445,11.025,2026.0224,470.5895
235.2182,5.7509,246.7079,9.7903,340.4009,0.0214,2120.1613,367.6773
339.6099,12.9844,416.2845,74.5676,507.9136,26.4342,1865.8117,394.7683
396.7708,23.4437,428.8525,16.9989,481.356,15.2152,2006.8638,514.2167
363.7564,1.4251,478.3295,6.7424,536.7809,21.9549,1732.4572,290.6422
406.4259,1.5894,497.7294,4.1425,601.7427,40.4969,1780.3778,349.9944
359.8246,15.4658,372.5812,9.067,403.1865,4.2853,2031.9199,505.5356
334.4409,4.0339,353.9194,8.9173,492.4072,0.2812,2013.2905,483.7682
358.4295,3.839,456.004,12.521,564.245,10.2239,1662.7633,251.3673
197.0234,8.2988,216.8917,31.2753,402.0037,0.3509,2096.0244,385.3293
331.7729,0.0435,463.9169,53.1042,539.4131,3.2423,1673.7529,230.2776
347.4116,29.834,403.3846,8.8625,479.9932,1.4828,2010.8163,486.6466
324.9375,3.2202,433.4921,2.1613,538.051,33.1606,1815.0017,313.2437
263.3198,3.0452,427.476,8.9847,456.5476,12.7861,1838.1341,306.389
330.7402,5.2399,406.598,0.2636,506.7184,1.8959,1909.4955,319.263
350.143,1.8,451.842,9.4615,538.3408,2.4172,1745.2191,273.8836
318.8441,2.4025,443.2172,1.1388,571.4802,6.3496,1775.4358,258.5922
354.3224,0.6612,500.0639,23.7657,554.7401,17.4058,1752.8597,292.3786
333.8391,4.2458,436.03,0.4768,569.4339,5.2846,1861.4864,294.3413
311.4685,15.8406,396.5594,4.3318,536.1716,33.3341,1890.8841,331.234
364.7862,1.5589,451.1695,35.7626,546.821,6.4751,1695.5718,257.5854
336.0762,0.5166,497.0185,21.7544,530.7445,16.825,1675.0073,257.1375
340.6952,0.8342,527.8185,16.0407,549.0022,21.27,1705.1517,271.7452
349.5368,6.9055,419.5337,3.3875,520.454,5.8148,1896.2823,321.7896
312.3679,1.3376,425.9085,6.2194,545.2637,0.6756,1794.7007,280.3135
361.0259,1.0645,448.6203,19.0764,529.5089,0.189,1693.6633,268.2288
330.9524,4.5685,399.2573,6.5203,564.3097,7.4269,1855.0625,381.2135
225.8082,30.9769,241.0585,51.0969,398.2148,0.6491,2078.0324,421.3184
309.5606,0.6471,450.1582,9.2876,537.3353,14.3938,1794.8324,290.3086
417.7767,6.6441,443.6957,13.7109,493.5801,9.8403,2038.6949,512.7711
254.8699,1.1567,427.8406,0.3783,468.546,2.2137,1793.5816,218.4784
335.3595,11.6752,377.1509,9.8495,502.4828,5.7681,1920.2039,392.0268
362.8469,0.6079,486.2248,28.408,545.8719,3.8484,1701.3174,258.0696
356.0055,15.8332,392.8895,7.3845,441.96,8.637,2006.7341,448.0696
349.1307,2.0551,460.794,8.0486,570.3476,26.7432,1795.3621,318.7312
405.9624,1.6502,466.9089,9.2195,594.1026,21.96,1783.0337,252.4607
352.0543,0.8416,479.7724,1.3243,551.6868,18.1427,1767.6768,268.7095
357.5526,81.8095,414.5239,41.403,466.6121,9.764,2033.9074,472.5185
352.1104,0.8191,469.7193,3.2091,578.3953,16.1136,1761.0298,290.7545
161.6523,6.9962,183.2873,2.2036,389.8142,21.2429,2087.0038,403.7397
304.1469,2.8908,418.3225,2.209,565.527,4.5441,1856.7566,332.1679
399.6448,40.806,432.05,0.4701,499.8153,33.8588,2028.4621,507.2177
352.4261,0.4522,462.9668,3.3711,591.0015,28.2351,1747.9816,289.7563
346.5653,0.7393,472.1215,0.7385,564.9744,16.9739,1768.6556,278.1975
278.4596,60.9214,390.1922,21.3348,486.7937,2.6975,2032.1158,521.3864
347.0463,1.8487,448.0582,1.1626,559.2596,1.6801,1793.483,301.3849
391.0746,1.0815,460.371,2.4378,504.7283,7.999,2043.0744,610.0105
314.8263,231.9754,404.9906,62.6314,475.178,32.1168,2019.3235,647.4101
340.6493,25.8223,406.7863,20.1859,464.9477,1.7678,2016.2857,597.3613
398.2127,9.2916,431.3856,14.8051,470.4524,1.5021,2028.8341,493.8362
282.8794,51.6825,384.6867,21.733,423.8803,10.1879,2032.8008,537.1226
329.7107,25.613,342.964,120.5119,497.5625,7.8883,2030.6125,514.2029
311.0853,1.1883,456.9422,4.2938,502.8095,23.2932,1774.848,236.8941
360.6876,7.4758,383.7543,30.6295,470.043,4.2698,2033.2444,551.8329
276.8468,4.9078,397.8718,0.1649,493.6991,1.961,1879.8162,283.7977
363.6982,2.883,441.0819,4.0065,528.4554,8.6461,1754.6038,266.7034
345.1395,0.813,455.2097,9.593,556.7581,12.7736,1767.0149,245.2314
291.6052,10.4416,331.1653,2.3536,570.9058,60.0273,1822.6313,390.8887
405.4776,12.9022,428.3243,6.6518,485.1764,9.4228,2013.2569,535.3131
345.539,1.2469,474.0299,23.8165,560.3847,27.4061,1730.2822,247.0669
348.5913,0.4991,442.6208,2.2185,584.3671,20.7599,1776.8992,274.3438
365.3881,3.0154,470.3761,13.4983,540.0898,11.802,1757.6695,273.575
340.2971,1.6856,426.9343,13.6112,489.333,13.1472,1771.3386,245.4214
333.6076,1.8269,444.6129,3.2622,510.6775,10.4256,1747.9744,246.9856
310.3738,1.7092,456.923,0.1558,517.056,10.0802,1787.9782,246.1574
386.1986,9.6614,455.3427,10.6777,498.6628,7.9747,2018.3645,582.0441
253.493,1.5531,366.3978,2.7991,458.994,1.7586,1858.8793,252.7793
239.7224,133.5001,355.5365,46.3082,424.3923,7.4966,2016.6043,530.1456
327.4229,0.7776,340.4483,4.0908,495.3882,0.3416,2003.4595,477.0493
320.6879,2.6871,397.3478,3.5782,529.8599,1.286,1811.5584,295.9769
321.4131,1.5437,473.7858,4.9286,508.6548,2.1028,1751.1802,226.7742
349.9069,4.2199,418.3122,13.0384,557.0233,8.4437,1855.8337,321.24
321.0931,2.7085,419.444,0.2231,555.0007,1.7971,1842.0967,326.308
333.7653,4.9489,393.3876,2.2896,518.512,7.4744,1854.4984,320.8053
325.5774,29.8274,366.643,7.893,391.0076,4.5867,2042.95,503.3782
271.2076,42.6258,295.412,25.6694,439.7922,7.1446,2045.3714,485.7908
284.7628,11.424,309.5717,95.6893,439.8605,1.7754,2040.3642,411.7969
261.2607,2.4877,445.9352,4.786,474.7096,0.8556,1799.58,250.7853
426.8583,12.3661,453.4845,36.2464,506.5421,11.3155,2031.6314,571.1905
132.2173,3.6671,352.0049,4.2851,451.2623,5.713,1995.8761,560.6808
429.602,17.0433,443.8589,13.7837,484.7407,7.8834,2043.9992,557.6408
367.0737,28.9093,433.5062,13.8132,485.113,11.4914,2014.0696,527.0256
373.9004,3.4339,478.5141,12.1914,549.3792,7.1174,1755.8296,267.6134
330.7684,8.056,430.4708,12.8068,515.2232,9.8623,1856.0464,331.652
227.2137,1.9118,377.6659,35.1915,442.2555,3.2174,1867.426,374.0804
200.1854,24.9506,402.4889,91.5707,488.7194,3.3004,2008.0182,477.8018
383.3896,1.5203,471.1347,10.2121,554.2259,33.1517,1811.4781,299.3717
324.931,3.0772,452.3121,0.6447,554.5427,20.2558,1777.5876,280.8943
392.6603,20.9043,428.8674,13.2403,479.8882,3.7687,2037.3963,532.0768
318.6689,4.6856,362.5604,4.3006,483.4113,4.0414,2029.6531,508.3466
380.9411,32.3164,400.9416,23.6323,517.8528,3.0684,2023.7362,605.1261
280.2912,189.655,348.6117,16.6485,409.757,5.6944,2036.5946,504.0274
284.3483,24.7213,323.5364,30.7393,434.0182,5.0355,2046.386,458.9006
342.2548,2.8029,446.9957,2.3485,569.8605,3.0302,1865.9838,387.9912
327.3016,3.1508,441.6391,3.6789,560.7079,11.9178,1782.9105,253.3446
336.6659,4.2836,394.5254,10.7591,528.5212,1.0178,1911.6971,348.5474
267.6449,2.1386,428.6257,2.8477,484.8101,1.0151,1881.883,266.1824
330.8495,0.57,461.839,11.4866,540.3584,4.937,1686.3705,237.5856
329.0461,9.2853,423.3874,5.4442,555.2303,7.715,1846.13,325.5502
381.5014,0.1371,496.9852,6.3862,549.9593,25.5826,1703.9827,249.2032
219.3362,85.3285,420.108,6.3742,460.6199,10.8772,2007.4568,693.6287
317.0494,2.8775,411.2748,2.1692,503.0423,9.4818,1844.728,269.2246
277.1041,2.4508,400.1967,9.0435,462.8029,7.9212,1841.0622,304.6868
241.5672,2.3593,422.3236,1.2422,464.4822,3.7067,1866.6843,338.8868
387.6517,1.2312,459.1272,10.9158,616.0336,18.8338,1737.2735,227.6275
380.0792,1.4603,461.3637,10.1272,577.7616,8.295,1777.0891,268.9308
349.3888,0.6064,378.8146,5.3259,502.5064,1.9828,2030.8446,532.1426
402.7985,10.3717,449.5291,2.239,496.6178,9.05,2040.2159,534.205
263.4995,2.6821,405.9273,0.4751,469.6105,7.9827,1835.8555,274.2564
353.1935,0.2195,451.734,11.808,534.2039,42.1528,1661.7629,228.0148
313.9789,1.9152,449.3892,2.2334,527.3947,3.2388,1765.4136,315.3926
353.9941,15.0515,372.4756,47.9372,450.5674,2.0623,2029.6193,390.4301
302.3768,1.1471,458.7933,3.7517,508.1906,9.1839,1790.0553,238.3176
243.2499,1.5233,406.3582,1.948,429.3503,0.5159,1810.2767,272.6252
333.1451,3.9356,437.2541,4.0311,568.8847,1.4559,1841.7058,326.8546
327.5305,7.3885,336.3885,21.4612,433.808,4.6553,2036.2309,444.8587
371.253,19.4148,442.6552,8.8176,502.2305,8.5064,2034.5631,630.11
325.2636,2.536,432.0223,14.2396,535.6152,1.6314,1840.8358,344.8954
390.6917,48.8855,436.6046,6.5412,457.9784,6.6725,2031.2305,516.9604
345.8441,2.4048,373.8994,7.7212,490.4446,2.4238,2025.6119,491.3414
233.2126,44.2253,241.7647,55.5974,457.1232,0.3472,2043.4224,487.928
326.0721,10.9242,332.2865,88.9774,444.965,1.0029,2029.5421,489.7208
346.1949,0.3327,474.4598,1.0101,555.08,3.8797,1720.5741,316.9136
316.274,4.1798,387.2337,1.1127,487.6966,6.7216,1872.5226,308.9187
352.5249,4.3243,413.1483,3.7966,524.6656,2.2724,1902.5232,376.5238
301.3274,1.3259,410.3122,12.1275,465.0943,14.0555,2012.0871,637.1688
329.2941,0.0616,453.9857,2.7302,516.3068,1.9787,1684.4279,248.3582
306.867,1.6005,463.0869,2.4174,483.849,4.9971,1781.0693,262.4425
294.0754,33.7262,403.3469,0.9174,422.2382,7.8176,2044.8987,514.6132
221.8199,2.9087,400.0789,0.1885,463.7056,0.58,1892.0817,306.8761
371.9169,1.8084,447.6767,2.0011,548.4371,38.31,1744.6333,289.6241
338.6403,8.0614,436.3943,16.0756,539.0216,8.8966,1853.7435,326.1324
377.4352,9.0634,457.1712,7.9334,498.164,8.1654,2036.8919,557.6154
334.5711,2.1479,469.293,3.2345,550.3274,9.6918,1765.8166,259.2216
311.5952,14.3061,346.456,3.7352,414.6012,2.1809,2045.3435,428.428
311.5612,1.5119,465.5216,7.0945,503.8775,8.0312,1782.9624,244.109
343.4216,163.6757,394.1764,5.2214,467.1203,18.88,2006.482,665.9149
379.3687,10.673,388.7487,10.1361,450.9019,0.6398,2006.5113,408.6409
322.1817,95.1072,325.6138,100.2873,495.3381,0.9483,2015.0563,523.4571
383.7965,12.8212,441.1452,4.4913,496.3247,11.3662,2024.8792,532.6841
262.3983,1.5028,420.7432,1.5777,460.828,3.2231,1813.8975,260.4573
356.0436,0.7219,476.5509,6.0788,569.4563,16.4059,1769.859,271.164
381.0901,31.1202,435.0999,4.1776,500.6966,8.2646,2030.7562,608.3393
446.3412,0.4985,465.2132,24.3297,511.5091,12.5218,2032.5482,511.9405
305.8413,0.6337,481.8117,0.9633,496.1088,2.6356,1751.7859,282.2108
414.2869,7.7914,439.767,12.1035,486.6185,8.004,2020.5274,472.6001
345.6134,1.6879,441.4772,2.67,556.4129,22.3718,1769.9505,272.3326
423.505,10.5192,434.3723,4.6978,498.5827,14.4892,2042.3156,557.8416
274.2178,36.2917,354.2177,7.7463,512.3821,58.2705,1833.2948,284.8499
309.48,3.4231,328.1588,24.9897,405.0615,4.7785,2033.7615,461.3231
281.6982,3.8132,407.1628,17.9882,447.9332,6.1794,1925.9043,251.2857
364.067,35.4271,422.7542,13.3438,498.279,7.3805,2024.3015,580.6856
346.4906,1.067,444.5707,2.357,594.8984,40.6055,1744.49,228.5903
264.1248,1.7432,405.3079,2.6516,474.0838,2.4143,1801.8159,265.5475
335.2075,4.8833,378.485,0.9274,484.7068,2.6384,2028.5523,559.543
272.1315,9.3448,296.6135,76.387,446.3262,2.2,2030.0473,498.193
341.9432,0.9683,522.3998,16.3671,541.8719,1.3605,1693.8052,235.5297
327.3902,0.9712,469.4447,26.0973,542.8033,12.1916,1735.588,212.2027
